created_at,favorite_count,retweet_count,text
2021-07-04 22:27:10,1439,116,#EthGang
2021-07-04 16:35:34,129,24,"In regards to decentralized social media...i.e. social media on the #blockchain @CryptonautsShow responds with one of the most underrated rules in introducing ""new"" to the masses.

""It has to be easy"" https://t.co/Vbh3Bj7BLl"
2021-07-04 16:03:55,1710,44,"Who wants to race?

#dodge #demon #srt https://t.co/P6MiK8tCpX"
2021-07-04 16:02:34,90,15,"Are the mainstream integrations a good sign for crypto and blockchain? What do you think?

Around the blockchain
Monday- Friday @5pm
https://t.co/k4tQhHrjGY https://t.co/1jBy96zTal"
2021-07-04 15:38:31,577,58,"Happy Fourth of July! I love #America!

If you are an America hater I feel sorry for you. It’s better on this side! https://t.co/8z4JIq4cuh"
2021-07-04 02:24:01,2,1,@MurtazaAmeer2 Maybe consult a dictionary first.
2021-07-04 00:47:05,231,16,"A lot of work to do but @TheTraeYoung is back!

#atl #atlanta #hawks https://t.co/qDnKUynl5h"
2021-07-03 18:14:33,3496,343,"Intelligent people are bullish on #Bitcoin

Geniuses are bullish on #Ethereum

#ethgang $eth $btc"
2021-07-03 17:20:58,4113,442,Grayscale adds Cardano - Don't sell your @Cardano 😏$ADA
2021-07-03 15:49:02,244,118,Impressive! https://t.co/Ip3RYlcQUC
2021-07-03 14:44:49,690,67,"The March 2020 crash for #Bitcoin was way more brutal than what we're experiencing right now.

With so many institutions involved in 2021, we must now decipher what is true and what is manipulated."
2021-07-03 13:44:37,2164,191,Bulls &gt; Bears
2021-07-03 01:42:17,0,0,@harrypi ❤️
2021-07-03 01:41:36,2,1,@lcskrtskrt Otis Wilbur Brutus III
2021-07-03 00:48:46,607,23,Hey ya’ll https://t.co/2FoTQMfFxq
2021-07-02 20:28:57,1417,123,"When you go too high too fast, you’re going to have a correction.

Too many people got greedy and over-leveraged.

Gains are not linear, there will be dips on the way up in a #crypto bull market."
2021-07-02 16:37:47,395,26,What are your thoughts on @Twitter going into NFTs? 🤔
2021-07-02 16:18:37,218,45,🤔 How about that? https://t.co/gBdP2DGyUa
2021-07-02 13:50:19,3,1,@PaulRome51 https://t.co/Mdf3ykrbVi
2021-07-02 13:42:11,191,41,"Time for another #CRYPTO meetup. July 15th at Battle &amp; Brew in Sandy Springs, GA from 7pm-10pm. Looking forward to meeting as many members of the #Bitsquad as possible!!! #LetsGetIt https://t.co/7JiYlwt2zs"
2021-07-02 13:14:53,89,20,"They got this list right. The top at least. #bitcoin #crypto #tiktok

https://t.co/PUFsBEL2WO"
2021-07-02 13:05:20,360,52,Watch #Ethereum closely. It's important to be on the lookout once institutions believe they've squeezed out as much retail from $BTC as possible. https://t.co/8A5Wjs36BL
2021-07-02 12:55:14,172,40,"All this going on while Paraguay and El Salvador start accepting #Bitcoin as legal tender.

What if I told you that #China was actually under control of the central bank mafia?

That would put it all in perspective. https://t.co/wPqluBZfYR"
2021-07-02 02:25:55,1,0,@HadjPadjOptions It’s so embarrassing
2021-07-01 20:44:27,2,0,@AlexRioux3 @Twitter That wasn't me. Double check the username. That's a scammer/impersonator. Asking about trades is common scammer tactic.
2021-07-01 20:33:58,109,21,"Do you think Meme coins are good or bad for crypto? Is there a space for them?

Catch different insights from the Crypto Community on Around The Blockchain ⬜
Weekdays at 5pm on Youtube!
https://t.co/Lt0TAxKSB3 https://t.co/P3sTcn3hCY"
2021-07-01 17:47:08,153,26,"Do you want to make crypto gains even while HODLing? 

Crypto News and Updates
11:30am Monday- Friday
https://t.co/JmE6CoNc8l https://t.co/b2IsVA0X98"
2021-07-01 16:34:18,91,16,"Does the team behind the project factor into the decision-making when choosing a crypto asset project?

Catch different insights from the Crypto Community on Around The Blockchain
Weekdays at 5 pm on Youtube!
https://t.co/Lt0TAxKSB3 https://t.co/KuHbohtPRG"
2021-07-01 15:46:02,413,51,"The computer can be used as a tool to liberate and protect people, rather than to control them. - Hal Finney"
2021-07-01 14:20:46,300,48,https://t.co/l3KD6Y9RIR
2021-07-01 13:41:02,582,64,"Ridiculous we have more impersonators than anyone and can’t get verified. @Twitter does not care about the people who use it’s platform.

Demand better. https://t.co/Cd2JUqN2Su"
2021-07-01 03:21:18,376,65,"LMAO AT THIS CUL-DE-SEC HEADED WEASEL

Cold hard fact of the day: His number one donor and campaign backer is a credit card processing company. 

You can’t make this stuff up. https://t.co/85a0DRNOQy"
2021-07-01 03:17:47,4,0,@saltyheadhuntr 💯
2021-07-01 02:41:07,213,30,"Too late to explore the world, too early to explore the universe, just in time to experience the rise of crypto. @BlockchainBoyy 

Catch different insights from the Crypto Community on Around The Blockchain
Weekdays at 5pm on our  YouTube channel! https://t.co/UcMstrvjnT"
2021-07-01 01:22:31,2246,34,"Another night another game. Always better with my boy.

#atlanta #braves #atl https://t.co/UAWsH8cSO4"
2021-06-30 23:51:46,196,17,Best #team ever 💪 https://t.co/U1MAYm5Ncu
2021-06-30 20:33:45,272,17,Hey @MoonPie I want to nominate you as the official snack of crypto. I can do this because I’m the crypto super hero. #laserpies
2021-06-30 18:55:05,202,33,"Are you holding #bitcoin as a hedge?

 Share @CryptoWendyO advice with someone who needs to hear this. https://t.co/wiQkiiAHIA"
2021-06-30 17:46:36,76,15,totally exposed https://t.co/pL5a4ClBfw
2021-06-30 16:59:53,8,0,@Cryptotter117 🦦
2021-06-30 16:54:11,333,43,Bullish or bearish? https://t.co/wAdRWlPi8u
2021-06-30 15:09:07,126,22,"What's the next ethereum? Did you agree with the guest?

Around the Blockchain; Where we bring on guests 
from around the blockchain world to give their opinions on your questions.
Monday- Friday @5:30pm
https://t.co/GOUDWpsimH https://t.co/b8BkxO6dIM"
2021-06-30 13:08:16,106,18,"Have you heard the phrase proof-of-work floating around in these conversations about crypto environmental impact?

Proof of work is a type of crypto consensus algorithm used to verify a blockchain.

https://t.co/XDmcGdvEnf https://t.co/zx07Mg04FT"
2021-06-30 12:34:43,80,14,"More crypto terminology! The process of mining crypto is about verification.

https://t.co/XDmcGdvEnf https://t.co/NqTGMMO1uA"
2021-06-30 12:34:17,512,30,110% https://t.co/hs7uxZO5pp
2021-06-30 02:23:45,207,17,"They said it couldn’t be done. Almost there.

One more thing quarter.

#atlanta #hawks #atl #nba https://t.co/SX0VBHUi7N"
2021-06-30 02:16:28,581,31,"I love #Bitcoin. 

I love sports.

These things are surprisingly not mutually exclusive."
2021-06-29 19:57:22,240,27,"Retail investing advice from @CryptoWendyO 

Follow the money; Don't just view it as a phrase but understand the actions behind following the money. https://t.co/cyEwQH3xDm"
2021-06-29 18:11:28,110,17,"Thanks for coming back on the show @SpencerTarring.

A generals mindset. https://t.co/SFkn4egYAZ"
2021-06-29 17:43:56,291,47,The most influential people in banking and finance... are going to be dead by the time bitcoin takes over. https://t.co/uYsrSxdJDt
2021-06-29 17:29:50,633,46,#tbh Feels even longer. https://t.co/SykfeSQONj
2021-06-29 16:21:56,129,16,"Do you think, #decentralized social media will start to grow over time? 

Which platforms do you think will host a wallet? https://t.co/C7V52JiXvL"
2021-06-29 15:43:36,2542,146,Retailers are still #bullish on #Bitcoin. Are you?
2021-06-29 15:06:19,202,30,"Crypto adoption gains more traction as #Ethereum earns faster adoption than #Bitcoin - ""... as Bitcoin moves toward ETH, ETH is moving toward Bitcoin. They’re all blending each other’s attributes, so it’s not a competition it's a symbiotic relationship.” - @RaoulGMI https://t.co/mpaUcQTgNe"
2021-06-29 14:29:08,3390,291,"And just like that, everyone is bullish on #Bitcoin again.

Remember those who stayed bullish when it wasn't popular to do so."
2021-06-29 12:53:08,114,21,Insights you have to hear. These #blockchain patterns are just repeating themselves. What happened in #crypto last time can help us leverage the opportunities $BTC presents itself this time. 💡 @XRPVeterinarian https://t.co/tPYFHEk9Sx
2021-06-28 23:46:40,3558,271,"I’m #Bullish on #Bitcoin.

Even more bullish on $ETH.

I like nice things."
2021-06-28 23:39:52,91,7,Pickleball is the most fun sport known to man https://t.co/Bb76QNZaHI
2021-06-28 23:39:02,11,0,@CryptoSavy1 Sorry to hear bro
2021-06-28 19:26:57,562,42,"For this, I'd mint this as an #nft. I've got all day. https://t.co/eR2Po5b620"
2021-06-28 19:02:46,240,32,"If you are going to our website, PLEASE make sure the URL is correct. Our website is https://t.co/zdbtpOPHYg - there is a phishing website out there with a .net URL. Please be careful!"
2021-06-28 17:09:19,133,9,Very excited to be bringing MattyB on before the morning live streams to do TA! 💥 https://t.co/bsT9HkvuNv
2021-06-28 00:57:24,224,47,https://t.co/uIAYvHeS9b
2021-06-27 20:05:03,387,51,"Incredible. #Ethereum legitimized by institutions. Do you think this is bullish or are you bearish?  

Missed the video notification from our YouTube overlords? Check it here https://t.co/Z8nq3a2SXb https://t.co/IGMxGJeTQD"
2021-06-27 18:23:45,415,26,What a horrible fate... https://t.co/xDCMDGerlN
2021-06-27 14:19:52,222,23,"Have we entered a bear market? What can you do when panic sets in and paper hands start a tidal wave of selling? Panic sales aren’t exclusive to crypto markets, but the strategies to weather a storm are tried and true.

https://t.co/TVH9KAWFYm https://t.co/RZsRIkDzWc"
2021-06-27 10:46:13,314,21,Time to activate the BitBurger. https://t.co/bHEFaOt6x2
2021-06-26 18:49:58,376,22,Imagine getting your #crypto news from this guy https://t.co/QrEL0jj5qn
2021-06-25 22:50:51,836,83,Agree or disagree? https://t.co/j82w4kVFm8
2021-06-25 21:22:40,329,31,IDK if that's a fair trade Mark. https://t.co/wiVo7ULuiT
2021-06-25 14:19:15,121,16,"""Im personally not concerned if $BTC is not the biggest coin by market cap"" @SpencerTarring 

In today's episode, we will discuss the latest cryptocurrency news as our experts give you their best crypto predictions.
https://t.co/GTnIOOJzPe https://t.co/mMB4Ph3j2g"
2021-06-25 13:33:21,977,120,"The hedge fund scammers will try to force you to sell your #Bitcoin and #Ethereum today as they bang the futures close.

Don’t fall for it.

When will these market manipulators like @ScottMinerd go to prison?

People are waking up."
2021-06-25 12:53:16,114,13,"Crypto with fundamentals and utility vs tiktok coins that want to be the next safemoon?

Around the blockchain Monday-Friday 5pm
https://t.co/DmyIPEy9xq https://t.co/DPVBu41KKT"
2021-06-25 02:03:56,135,21,"More crypto terminology! The process of mining crypto is about verification.

https://t.co/XDmcGdvEnf https://t.co/q5Y3434r16"
2021-06-24 19:50:50,225,21,"Wrapped up a great interview with @LondonRealTV Had the chance to talk about the the shift from traditional finance to #DeFi

https://t.co/666vOUTOvB"
2021-06-24 18:04:13,86,9,Team Most Likely to Win NBA Championship
2021-06-24 18:01:39,2,2,"@ScottAtlantis @brito_yasser Lol we never sold it. It’s sat in our portfolio we’ve showed twice without moving.

People like you who make false accusations based on thin air are the real villains in crypto. 

You are not on the side you think you are."
2021-06-24 18:00:05,172,13,It’s relative because #Ethereum is your daddy. https://t.co/BEHPdQVrgH
2021-06-24 16:49:41,2329,344,It’s happening. This is why you NEVER sell your #Bitcoin. https://t.co/tcmGGmqXXY
2021-06-24 16:21:53,201,21,"Do you think, #decentralized social media will start to grow over time? 

Which platforms do you think will host a wallet? https://t.co/J4b0OvJsjR"
2021-06-24 14:44:17,174,14,Swim with the whales https://t.co/MTrC8NZf4u
2021-06-24 14:42:31,6157,606,"This your daily reminder:

DO NOT sell Bitcoin
DO NOT sell Ethereum
SHORT Tesla"
2021-06-24 13:13:10,1654,256,"If you match these qualifications, leave crypto. 

Now.

Because you will lose. And you will keep losing. https://t.co/SN2qdWw2xC"
2021-06-24 12:32:33,747,49,"My favorite thing about #Crypto Twitter  is that we get to celebrate the accomplishments of friends. 

Glad to have @CryptoWendyO as a friend.

https://t.co/dIqpMcNEQQ"
2021-06-24 02:54:11,246,17,"GAME 1 DOWN!!! 

Legend of @TheTraeYoung grows

#atlanta #atl #hawks #nba https://t.co/AUH2imgNjb"
2021-06-23 17:44:33,598,107,Japan is ahead of us on technology and @coinbase expanding here makes these assets more global. #Bitcoin was and always has been the future. https://t.co/4PmACVmMa8
2021-06-23 16:22:52,151,28,If they can do this. Could be 🚀 https://t.co/2wDwczUILF
2021-06-23 16:15:57,70,10,"Banker Bitverse NFT holders: $10k worth of @fractalprtcl (FCL) has been airdropped! Please check your wallets ⚡️

More NFT updates will be made on here in the future! Stay tuned 📺"
2021-06-23 15:13:34,538,46,For #Bitcoin? Long-term bullish. https://t.co/d72vAk2Sns
2021-06-23 14:02:47,128,19,"In the same manner as Tesla, give $BTC the room to grow and adjust to the client

This is our show Wrapped Weekly with Ellie, where we go over all the latest crypto news. 
https://t.co/ldnJpv86pK https://t.co/6djCZOagsa"
2021-06-23 12:38:43,243,28,"We’re continuing to break the mainstream barrier! 

See you there! #bitsquad https://t.co/a3yl6xFLvd"
2021-06-23 12:31:30,488,33,"Imagine thinking the best YouTuber is a guy who:

1) Can't do an interview
2) Can't sit on a panel
3) Can't do a livestream
4) Is a literal actor
5) Actually knows nothing about crypto

@CryptosR_Us and @AltcoinDailyio are legit tho. Vote for them. https://t.co/vuDdhL7B4I"
2021-06-23 10:09:12,208,21,#BitSquad where you at? https://t.co/KR0TRrUdsG
2021-06-23 04:13:38,4510,509,"DO NOT SELL YOUR #Bitcoin or #Ethereum

YOU WILL REGRET IT IF YOU SELL

History proves this. Your future depends on it."
2021-06-22 18:11:53,6,0,@MicCapo I AM 5’10”
2021-06-22 17:59:54,1585,52,"This is Ben Armstrong.

At the time of this picture, #Bitcoin didn’t even exist. He wanted to be a professional baseball player. He would go on to become the largest #crypto YouTuber. 

Life comes at you quick. Enjoy the ride. You never know where it can take you. https://t.co/vIeFrhBIxM"
2021-06-22 17:47:09,118,21,"Do you want to make crypto gains even while HODLing? 

Crypto News and Updates
11:30am Monday- Friday
https://t.co/JmE6CoNc8l https://t.co/UtAEuMndaI"
2021-06-22 12:25:20,124,23,"We are introducing blockchain to the masses, via art and music. https://t.co/pUkcnIEmAx"
2021-06-22 05:52:15,820,72,I think we have about 6 weeks of bullish momentum before we start seeing some corrections happening. https://t.co/nliMEh0JNo
2021-06-22 02:20:13,222,30,"Have we entered a bear market? What can you do when panic sets in and paper hands start a tidal wave of selling? Panic sales aren’t exclusive to crypto markets, but the strategies to weather a storm are tried and true.

https://t.co/TVH9KAWFYm https://t.co/KUnaMTKqpP"
2021-06-22 01:41:53,106,23,"""Do you see Africa coming behind Latin America? Which has a greater need for a stable economy?""

Click the link to see the rest of @thearcanebears answer 

https://t.co/a1RDhr1eD8 https://t.co/QotSgHcsri"
2021-06-21 18:19:18,215,18,Saving up to by Dollar Generals on every block...chain. https://t.co/8EYAsIU7Tc
2021-06-21 16:35:36,82,14,"In regards to decentralized social media...i.e. social media on the #blockchain @CryptonautsShow responds with one of the most underrated rules in introducing ""new"" to the masses.

""It has to be easy"" https://t.co/BmaUL5fLTd"
2021-06-21 15:53:42,393,57,Currently at 4.6 million! https://t.co/KWGhgDcM8u
2021-06-21 15:51:07,3,0,@thearcanebear Loved having you on! We’re all students in this space.
2021-06-21 15:46:52,486,43,"The computer can be used as a tool to liberate and protect people, rather than to control them. - Hal Finney"
2021-06-21 15:17:39,83,9,"Ep 29 of The Around the Blockchain Show

Our experts were asked about inflation, how quick it can set in, and their experience with it.

A short clip of @thearcanebear and his explanation. 

Click the link to watch the full Episode
https://t.co/a1RDhr1eD8 https://t.co/qDeQToDwGM"
2021-06-21 02:38:05,248,20,"#Atlanta stand up!

#ATL #hawks https://t.co/DD36u1wxeC"
2021-06-21 02:30:46,2,1,@luis1aleixo Super stressed
2021-06-21 01:15:11,1417,77,Happy Fathers Day to #Ethereum bc $ETH is your daddy
2021-06-21 00:41:35,190,30,"Too late to explore the world, too early to explore the universe, just in time to experience the rise of crypto.

Around the blockchain
Monday-Friday @ 5pm on Youtube!
Subscribe to hear from different experts and members of the blockchain community! https://t.co/EJ72NudGwJ"
2021-06-20 18:19:17,1281,89,Bullish News we don’t care. 288K by the end of the bull run https://t.co/n1w2cgeWO4
2021-06-20 15:23:26,110,12,"Hey @sonofatech, When do miners sell their assets? https://t.co/Jp0crbYkKC"
2021-06-20 13:35:03,1925,186,"When #Bitcoin makes a new low we can talk about whether or not we are in a bear market.

The rest is just noise. The loudest of these people are the ones who didn’t believe enough to get in early.

All these bear posts simply want to see you miserable so they aren’t alone."
2021-06-20 07:41:29,201,24,"""Do you see Africa coming behind Latin America? Which has a greater need for a stable economy?""

Click the link to see the rest of @thearcanebears answer 

https://t.co/a1RDhr1eD8 https://t.co/GKVONrtcLA"
2021-06-20 01:29:03,156,24,"Too many arrests? Is bitcoin too decentralized for governments to stop?

Leave your answer below then click the link to hear the responses from
@BlockchainBoyy @CryptoWendyO and @AltcoinDailyio.

https://t.co/iODVpq28O0 https://t.co/Vw9895k0Ut"
2021-06-19 18:18:57,692,64,As the dollar is dropped from more and more countries... https://t.co/ppa5z2I1CK
2021-06-19 17:14:14,107,14,"Do you think Meme coins are good or bad for crypto? Is there a space for them?

Welcome to Around the #Blockchain, where we bring in the TOP #crypto experts to discuss the latest developments in the space.
https://t.co/Lt0TAxKSB3 https://t.co/lZams1uRxo"
2021-06-19 17:10:17,204,26,"How much of an impact could a coinbase relisting of $XRP have on #XRPs price?
@decentralisedchain gave us an answer.

Welcome to Around the #Blockchain, where we bring in the TOP #crypto experts to discuss the latest developments in the space.
https://t.co/Lt0TAxKSB3 https://t.co/Kf96CDkDO4"
2021-06-19 16:50:53,73,10,"Does the team behind the project factor into the decision making when choosing a crypto asset project?
Keith Wareing 

Around the Blockchain, where we bring in the TOP crypto experts to discuss the latest developments in the space. 
https://t.co/Lt0TAxKSB3 https://t.co/u109AqFO2e"
2021-06-19 16:34:28,112,17,"Does the team behind the project factor into the decision making when choosing a crypto asset project?

Welcome to Around the Blockchain, where we bring in the TOP crypto experts to discuss the latest developments in the space. 
https://t.co/Lt0TAxKSB3 https://t.co/YfSLntzdEp"
2021-06-19 14:19:20,114,10,"""Im personally not concerned if $BTC is not the biggest coin by market cap"" @SpencerTarring 

In today's episode, we will discuss the latest cryptocurrency news as our experts give you their best crypto predictions.
https://t.co/GTnIOOJzPe https://t.co/zqae1WV5oS"
2021-06-19 01:35:40,1004,60,"Lmao is true. Now let’s get that W

#ATL #Hawks https://t.co/GVJ307jpl6"
2021-06-18 20:05:43,161,23,"Supply vs Market cap: 
The lower the circulating supply, the more each coin is going to be valued.

https://t.co/3VoXG3KobY https://t.co/TRaTEwvYX0"
2021-06-18 18:19:03,566,59,No one man should have all that power @Kanyewestvoice https://t.co/uuB3Nnhyju
2021-06-18 17:41:02,1309,98,"Never trust. Always verify. Especially on the Internet.

#Bitcoin solves this."
2021-06-18 15:09:32,113,16,"What's the next ethereum? Did you agree with the guest?

Around the Blockchain; Where we bring on guests 
from around the blockchain world to give their opinions on your questions.
Monday- Friday @5:30pm
https://t.co/GOUDWpsimH https://t.co/neClED31jb"
2021-06-18 14:17:38,126,26,Last two hours of the Bitverse Punks #NFT sale 💥  https://t.co/2qWfPQ5RRD Don't forget about the exclusive bonuses that come with holding one 🤫  Get one while you still can!
2021-06-18 14:08:32,67,13,"Have you heard the phrase proof-of-work floating around in these conversations about crypto environmental impact?

Proof of work is a type of crypto consensus algorithm used to verify a blockchain.

https://t.co/XDmcGdvEnf https://t.co/fXvM2AJ3Z4"
2021-06-18 14:04:40,60,9,"More crypto terminology! The process of mining crypto is about verification.

https://t.co/XDmcGdvEnf https://t.co/fbMqDIjBPK"
2021-06-18 13:41:44,121,20,"""Do you see Africa coming behind Latin America? Which has a greater need for a stable economy?""

Click the link to see the rest of @thearcanebears answer 

https://t.co/a1RDhr1eD8 https://t.co/uga72LczxW"
2021-06-18 13:11:46,220,49,I will be watching this one closely! Excited to see how this one plays out 🚀. https://t.co/tdWle4q5IM
2021-06-18 12:22:44,61,10,"Looks like @dexkit is making moves!
https://t.co/Ss0DxQSRkx"
2021-06-18 04:40:40,104,14,"The @Bitverse is going Hollywood! After a successful launch...

Today cameos...

 tomorrow cereals!

https://t.co/0k1Vd63vL9 https://t.co/yBv1EoepOV"
2021-06-18 02:51:37,2272,208,"#Bitcoin is not going away. 

Why people no understand this?!"
2021-06-18 00:53:48,80,1,@HitNetwork_ Boom easy win! https://t.co/cLz9EnqAuX
2021-06-18 00:53:01,103,14,"Crypto with fundamentals and utility vs tiktok coins that want to be the next safemoon?

Around the blockchain Monday-Friday 5pm
https://t.co/DmyIPEy9xq https://t.co/s6b2sx4Bsm"
2021-06-17 20:52:53,134,19,"The Around the Blockchain Show is about to begin!

Today we have @AltcoinDailyio @CryptoJebb @mitchsanders.

We'll be discussing Bitcoin short squeezes and how they may affect the market. 

We also have some VERY BULLISH news regarding Cardano. 

https://t.co/OAFcfpvTtB https://t.co/oUGjdXT8Q0"
2021-06-17 18:18:47,1066,99,Bitcoin doesn’t play by the rules though... https://t.co/OYvp0JncPx
2021-06-17 18:06:21,120,16,"The strategy for rolling out the digital Yuan. Pay attention to how they're going to convince other countries to incorporate it.

More info on my youtube channel. https://t.co/4W5skUvqdB"
2021-06-17 17:48:15,201,26,Is there a flippening on the horizon for $ETH? Will ethereum and $eth gang overtake bitcoin in market capitalization? https://t.co/BS5s4y2UZ5
2021-06-17 16:00:56,62,10,Bitverse Update: 24 hours until our #NFT sale on https://t.co/2qWfPQ5RRD ends. Get one while you still can! https://t.co/CQupATqjOB
2021-06-17 14:12:05,126,15,"In the same manner as Tesla, give $BTC the room to grow and adjust to the client

This is our show Wrapped Weekly with Ellie, where we go over all the latest crypto news. 
https://t.co/ldnJpuQv1a https://t.co/YVFoTnEN9v"
2021-06-17 10:34:09,205,35,"NFTs aren't the wave, they're the ocean. https://t.co/pu5QdGwrj4"
2021-06-17 02:50:51,1513,114,"#Ethereum is much closer to #Bitcoin than anything else is to $ETH

$BNB would have to over 5x to catch it.

#ETHGang"
2021-06-17 02:43:58,118,14,"LET’S GO!!!

#atl #atlanta #hawks #nba https://t.co/MbJgoMS7bJ"
2021-06-17 00:32:39,1812,71,"To be clear, I AM NOT DYING

But if I do die… the bankers did it"
2021-06-17 00:30:15,94,15,"Too many arrests? Is bitcoin too decentralized for governments to stop?

Leave your answer below then click the link to hear the responses from
@BlockchainBoyy @CryptoWendyO and @AltcoinDailyio.

https://t.co/iODVpq28O0 https://t.co/T8eJGIJVqd"
2021-06-16 22:46:02,4338,336,In 3 months you will forget #Bitcoin ever dipped
2021-06-16 21:15:48,52,8,"19 hours left! Our bitverse series closes its offer at 12pm tommorow! 

Specific Punks (changes weekly) will receive tokens from our sponsors and partners!

Click the link to make your purchase   https://t.co/2qWfPPOgt3.  . https://t.co/GZw0ox6lNJ"
2021-06-16 21:04:32,71,11,"The Around the Blockchain Show!
Today’s episode carries some of our favorite experts 

@RealCryptoFace1 @CryptoWendyO @BlockchainBoyy talking about Shiba , whale purchases and the newest company accepting Bitcoin.

https://t.co/HtsS7acjy0 https://t.co/d2KOvAH0hX"
2021-06-16 20:35:02,79,13,"Are stocks old news to millenials? 

Leave an answer for @HitNetwork_ question then click the link to see what @CryptoWendyO @BlockchainBoyy and @thearcanebear  had to answer.

https://t.co/a1RDhr1eD8 https://t.co/1nBDuJghkq"
2021-06-16 19:43:34,135,16,"""Do you see Africa coming behind Latin America? Which has a greater need for a stable economy?""

Click the link to see the rest of @thearcanebears answer 

https://t.co/a1RDhr1eD8 https://t.co/UEwNh2jGyw"
2021-06-16 18:50:11,426,78,"Tanzania is now on the list of countries exploring BTC as a currency.

""Tanzania president urges central bank to prepare for crypto"".

https://t.co/IIYZgRDLCo https://t.co/s0CGMMeDss"
2021-06-16 18:18:12,214,33,"When in doubt, zoom out!

#cryptomemes #cryptohumor #blockchaincurrency #bitcoin2021 #cryptocommunity #cryptolifestyle #ethereum2021 https://t.co/uDRdBYpixW"
2021-06-16 16:17:29,117,19,"Blockchain wise; where the institutional money is not, is where you should consider investing in your next crypto asset. 

Youtube live is every morning at 11:37 am.
https://t.co/IIYZgRDLCo https://t.co/UO26YbPkqS"
2021-06-16 16:02:28,46,7,"Are the mainstream integrations a good sign for crypto and blockchain? What do you think?

Around the blockchain
Monday- Friday @5pm
https://t.co/k4tQhHrjGY https://t.co/MAe8vchmJH"
2021-06-16 15:29:40,102,67,https://t.co/e76P0S8ljw
2021-06-16 14:21:10,107,16,"Have we entered a bear market? What can you do when panic sets in and paper hands start a tidal wave of selling? Panic sales aren’t exclusive to crypto markets, but the strategies to weather a storm are tried and true.

https://t.co/TVH9KAWFYm https://t.co/MPDK8w8Nzc"
2021-06-15 18:17:50,90,20,"The only blockchain platform on the internet where you can mint NFTs without gas prices?

https://t.co/cbLtyOIHKm https://t.co/ZqsOjdRDUW"
2021-06-15 18:10:20,92,9,Perfect representation . I love the BitSquad. https://t.co/kFKBGldoDV
2021-06-15 16:35:20,93,17,". @CryptonautsShow with one of the most underrated rules in introducing ""new"" to the masses.

""It has to be easy"" https://t.co/11BZR4CK0W"
2021-06-15 15:48:27,67,10,Our NFT series continues with the release of Bitverse Punks on @mintable_app today! https://t.co/DUXDWxQPWf
2021-06-15 15:14:04,607,140,"Coti creates payment networks over DAG. It powers up merchants, payment service providers, developers and financial organizations with a full solution to replace cash, credit cards and banks. https://t.co/PkPA1pWtDS"
2021-06-15 13:31:43,158,19,"What's up BitSquad! Very excited to be finally dropping our Bitverse Punks NFT collection on https://t.co/2qWfPQ5RRD at noon today! NTF holders will be eligible for weekly project token airdrops, rare collectibles, and VIP access at exclusive meetup events! Let's get it! 💪"
2021-06-15 11:05:26,9,0,@Mrs_ReneeJ 😂 Where we all started!
2021-06-15 11:02:29,2,0,@ConradSokolowsk 🦾🦾
2021-06-15 11:02:08,2,0,@Braulio34806807 Always
2021-06-15 11:01:47,1,0,@_A_Dom @johnny_crypto His blockchain reincarnation ?
2021-06-14 20:19:41,744,111,When the student is ready... https://t.co/AyHqRbngvh
2021-06-14 19:13:16,123,11,"""History doesn't repeat itself, but it rhymes"" @johnny_crypto

Around the Blockchain is your favorite Cryptocurrency show discussing Bitcoin, Ethereum, Cardano, and the top altcoins.
Click the link to tap in.
https://t.co/hWxNzcnorD https://t.co/mL4RUzA99l"
2021-06-14 18:43:05,157,20,What are the fundamentals you look at in crypto? https://t.co/d2wV6d2wwK
2021-06-14 17:33:26,233,20,"When they open up with "" What I'm about to say is gonna piss alot of people off"" - @AltcoinDailyio 

Around the Blockchain is your favorite Cryptocurrency show discussing Bitcoin, Ethereum, Cardano, and the top altcoins. 
https://t.co/hWxNzcnorD https://t.co/Bx09ndFxxX"
2021-06-14 16:22:19,139,18,"Do you think decentralized social media will start to grow over time? 

Which platforms do you think will host a wallet? https://t.co/WYbQ5VeTdg"
2021-06-14 15:41:17,382,157,The #Bitsquad is currently clocking in at approximately 4.6 million https://t.co/fdxzmjnzWB
2021-06-14 15:41:16,5559,13371,"**NEW CRYPTO GIVEAWAY**
We’re giving away 5 $ETH / #ethereum when the #Bitsquad community breaks 5 million total across all platforms!
https://t.co/wPoeexrZTE https://t.co/J8uPDe2Ojh"
2021-06-14 15:35:58,128,31,"""This is not the story we wanted to see"" 

We're live every Monday- Friday at 11:30am on Youtube.
This clip is from a broadcast made on 06/09/2021.
click the link below to catch up on what you missed! https://t.co/J8sWY6vCuQ"
2021-06-14 15:17:11,165,24,https://t.co/X7BwPoAWm0
2021-06-14 15:11:29,162,23,"We're starting to see newer people coming in with the longterm plays of crypto.

https://t.co/6OdqeHO4jH https://t.co/kr13pfqEMD"
2021-06-14 14:21:57,237,38,"Daily reminder; Crypto and blockchain are the future.

Live every morning at 11:30 on youtube
https://t.co/6OdqeHO4jH https://t.co/2KIwdBdI8b"
2021-06-14 13:56:04,141,20,"Retirements and crypto? Is mass crypto adoption around the corner?

In today's video, we will discuss crypto taking over the world as we see nations starting to accept Bitcoin as legal tender. 

Episode run 06/10/2021
https://t.co/6OdqeHO4jH https://t.co/KOS8BcIxx1"
